market,year,value
Finland,2011,124.47414685200003
Finland,2012,130.73427016499997
Finland,2013,134.2075737149999
Finland,2014,159.43935228700005
Finland,2015,160.692837382
France,2002,1102.8633108580004
France,2003,1190.87091954
France,2004,1258.1196182840001
France,2005,1367.347915872999
France,2006,1447.549875937
France,2007,1342.3534987340004
France,2008,1409.8554764379999
France,2009,1528.2479291619995
France,2010,1624.253066575001
France,2011,1600.4690838269996
France,2012,1681.2708605259995
France,2013,1903.9821559480004
France,2014,2009.9768748670008
France,2015,2071.3970698949993
Germany,2002,889.4346487779998
Germany,2003,891.7289075200005
Germany,2004,1172.9192244300004
Germany,2005,1280.9184800990004
Germany,2006,1274.7184991340002
Germany,2007,1196.5759770230002
Germany,2008,1052.3987693000001
Germany,2009,1068.9323414700004
Germany,2010,1257.3681874509998
Germany,2011,1214.4722536309994
Germany,2012,1199.0605367759997
Germany,2013,1295.2619027330002
Germany,2014,1341.073394546
Germany,2015,1401.2194024319995
Greece,2002,97.846777886
Greece,2003,96.63115020000002
Greece,2004,109.76634034599995
Greece,2005,111.77623444800003
Greece,2006,102.48796759100001
Greece,2007,99.55207789100001
Greece,2008,124.44705915300003
Greece,2009,116.93206042600002
Greece,2010,104.54719407699997
Greece,2011,134.37727784400002
Greece,2012,92.300163656
Greece,2013,110.83236959300002
Greece,2014,155.35499172800002
Greece,2015,147.76058228000002
Hong Kong S.A.R.,2002,96.09616112900001
Hong Kong S.A.R.,2003,78.75378606199999
Hong Kong S.A.R.,2004,82.86582170999996
Hong Kong S.A.R.,2005,88.94374181400003
Hong Kong S.A.R.,2006,96.55038294600003
Hong Kong S.A.R.,2007,85.092973074
Hong Kong S.A.R.,2008,84.47433289799997
Hong Kong S.A.R.,2009,86.69165674899997
Hong Kong S.A.R.,2010,84.37004225
Hong Kong S.A.R.,2011,97.925671338
Hong Kong S.A.R.,2012,92.73019874499998
Hong Kong S.A.R.,2013,99.48366519899999
Hong Kong S.A.R.,2014,107.488126599
Hong Kong S.A.R.,2015,134.414885638
Hungary,2002,43.683604775999996
Hungary,2003,45.148987085999984
Hungary,2004,83.478904787
Hungary,2005,120.89838106400003
Hungary,2006,119.511893779
Hungary,2007,149.11481496300001
Hungary,2008,108.247728972
Hungary,2009,102.422103076
Hungary,2010,75.62250823000002
Hungary,2011,80.74965408899999
Hungary,2012,104.92136956400003
Hungary,2013,88.179874986
Hungary,2014,115.56501291399998
Hungary,2015,95.239152401
Iceland,2002,20.138197987999998
Iceland,2003,23.700039997
Iceland,2004,49.79567146300001
Iceland,2005,42.968266815
Iceland,2006,46.66595318899999
Iceland,2007,46.103127715
Iceland,2008,32.328583897
Iceland,2009,23.710144104000005
Iceland,2010,19.937233922
Iceland,2011,24.46911308
Iceland,2012,25.399086513
Iceland,2013,28.956171185
Iceland,2014,28.497370123
Iceland,2015,26.062992604000005
India,2002,135.24556920000003
India,2003,130.36824330800002
India,2004,160.28338171499993
India,2005,166.02863210299995
India,2006,229.56392790099994
India,2007,219.69035085699997
India,2008,241.64290944900003
India,2009,177.912951888
India,2010,235.92660682199997
India,2011,235.27043844200008
India,2012,231.53000343799994
India,2013,243.57792019299998
India,2014,252.31917277899998
India,2015,275.7453048030001
Indonesia,2011,19.232790185
Indonesia,2012,18.511527147999995
Indonesia,2013,17.862094968999997
Indonesia,2014,22.100618511999997
Indonesia,2015,24.770477862
Ireland,2002,628.8731627799998
Ireland,2003,623.5519496440003
Ireland,2004,682.7932528919999
Ireland,2005,726.5361173530001
Ireland,2006,718.4119690699995
Ireland,2007,732.273407233
Ireland,2008,736.1492586729998
Ireland,2009,690.420430604
Ireland,2010,656.638842603
Ireland,2011,620.3188509109999
Ireland,2012,595.9400475330004
Ireland,2013,610.624598379
Ireland,2014,620.2920184010002
Ireland,2015,793.2304510920001
Israel,2002,152.70756545900002
Israel,2003,122.67384915400001
Israel,2004,127.445260059
Israel,2005,106.940677091
Israel,2006,138.398791702
Israel,2007,102.69934831400002
Israel,2008,125.66391813899999
Israel,2009,124.930476672
Israel,2010,122.84391088999998
Israel,2011,120.50557012799997
Israel,2012,108.20603365000001
Israel,2013,140.96326714900002
Israel,2014,147.57870230499998
Israel,2015,164.65256870400006
Italy,2002,541.5962966260001
Italy,2003,601.4144014649999
Italy,2004,765.3620940920001
Italy,2005,643.726423381
Italy,2006,851.1752784069996
Italy,2007,837.7434506400003
Italy,2008,981.0446883459999
Italy,2009,747.6399869050002
Italy,2010,932.2429438089999
Italy,2011,1009.290218019
Italy,2012,962.8072050670002
Italy,2013,1072.1807178389997
Italy,2014,1185.7482357719996
Italy,2015,1165.0836310529996
Japan,2002,294.47076965300005
Japan,2003,232.52912602099997
Japan,2004,264.9933933579999
Japan,2005,242.9283887919998
Japan,2006,245.20231034200017
Japan,2007,220.05665104399998
Japan,2008,167.83790707299997
Japan,2009,180.45148927600002
Japan,2010,168.20516651100002
Japan,2011,166.35645556000003
Japan,2012,177.854013144
Japan,2013,155.34927841699994
Japan,2014,157.478226994
Japan,2015,151.39913751499998
Kenya,2002,31.580496979999992
Kenya,2003,19.836604095
Kenya,2004,22.092889157999995
Kenya,2005,16.468625933000002
Kenya,2006,15.9477102
Kenya,2007,12.670248942
Kenya,2008,24.644500955999998
Kenya,2009,14.897177068000001
Kenya,2010,18.549059943000003
Kenya,2011,17.843812079000003
Kenya,2012,20.771585136999995
Kenya,2013,22.347663999000005
Kenya,2014,12.465435056999999
Kenya,2015,22.400750873
Kuwait,2002,31.059023976000006
Kuwait,2003,36.17274383100001
Kuwait,2004,32.452613876
Kuwait,2005,33.815372246999985
Kuwait,2006,43.64871711600002
Kuwait,2007,46.689408015000005
Kuwait,2008,35.422521858
Kuwait,2009,48.981363492
Kuwait,2010,41.93610004699998
Kuwait,2011,52.781241206999994
Kuwait,2012,50.478253753999994
Kuwait,2013,105.68905795200001
Kuwait,2014,84.27489629299997
Kuwait,2015,83.36739936700002
Luxembourg,2002,23.933049037
Luxembourg,2003,16.853040887000002
Luxembourg,2004,38.373454112000005
Luxembourg,2005,25.894775986000003
Luxembourg,2006,28.203738065
Luxembourg,2007,31.687745869
Luxembourg,2008,34.968839024000005
Luxembourg,2009,27.883183557
Luxembourg,2010,26.796334176
Luxembourg,2011,39.95505609799999
Luxembourg,2012,40.060612677
Luxembourg,2013,51.21206161300001
Luxembourg,2014,56.09707565600001
Luxembourg,2015,78.103773057
Malaysia,2002,60.489580400999984
Malaysia,2003,46.671644109
Malaysia,2004,65.029698134
Malaysia,2005,52.811654209
Malaysia,2006,52.73174015900001
Malaysia,2007,46.97762699499998
Malaysia,2008,45.606669153999995
Malaysia,2009,77.88868209800002
Malaysia,2010,89.84081590100001
Malaysia,2011,82.47354252700002
Malaysia,2012,72.02053042899996
Malaysia,2013,113.36988623799999
Malaysia,2014,109.536848217
Malaysia,2015,126.01923207600004
Mexico,2002,53.038406775
Mexico,2003,57.868399021999984
Mexico,2004,52.16182879600002
Mexico,2005,54.978638791
Mexico,2006,69.46794288000004
Mexico,2007,38.147950918999996
Mexico,2008,50.40036481400002
Mexico,2009,60.741047926000014
Mexico,2010,51.855554385000005
Mexico,2011,62.158638969
Mexico,2012,69.80439256
Mexico,2013,91.442435235
Mexico,2014,72.79023395099998
Mexico,2015,82.20943600200002
Netherlands,2002,492.361354336
Netherlands,2003,619.2048370560002
Netherlands,2004,578.316150527
Netherlands,2005,606.7170003150001
Netherlands,2006,659.7670236399999
Netherlands,2007,665.328416209
Netherlands,2008,654.148838244
Netherlands,2009,683.8694758600005
Netherlands,2010,621.1703229250002
Netherlands,2011,631.2341157400002
Netherlands,2012,637.930629298
Netherlands,2013,686.7109881319999
Netherlands,2014,705.1862861199999
Netherlands,2015,690.48509869
New Zealand,2002,82.67217579499996
New Zealand,2003,100.54281580199999
New Zealand,2004,101.89609722799999
New Zealand,2005,121.74206997600001
New Zealand,2006,124.546996139
New Zealand,2007,119.74246621700001
New Zealand,2008,103.12724301299998
New Zealand,2009,108.81879197000005
New Zealand,2010,111.30152317800001
New Zealand,2011,95.538711549
New Zealand,2012,104.54087000899997
New Zealand,2013,93.70729327999999
New Zealand,2014,106.60637670799997
New Zealand,2015,118.41910725
Nigeria,2002,93.006873726
Nigeria,2003,85.612025783
Nigeria,2004,120.64473516
Nigeria,2005,119.830542859
Nigeria,2006,118.35013170399995
Nigeria,2007,125.048341018
Nigeria,2008,113.607711358
Nigeria,2009,116.506480483
Nigeria,2010,124.566580578
Nigeria,2011,106.09020167599996
Nigeria,2012,109.89716079400004
Nigeria,2013,120.67499908800002
Nigeria,2014,95.80541807200001
Nigeria,2015,89.781191708
Norway,2002,178.391173858
Norway,2003,182.01539769700003
Norway,2004,218.04298469699995
Norway,2005,265.90286889
Norway,2006,302.1912594200001
Norway,2007,306.60037301599993
Norway,2008,337.61603778299997
Norway,2009,324.07993614399993
Norway,2010,372.106886018
Norway,2011,382.14464229300006
Norway,2012,396.79784211099997
Norway,2013,480.109934232
Norway,2014,471.9369396520001
Norway,2015,434.6297132019999
Oman,2011,8.083898005999998
Oman,2012,8.475467951
Oman,2013,12.137767048999999
Oman,2014,9.607254713
Oman,2015,14.259101365000003
Pakistan,2002,43.01746578399999
Pakistan,2003,35.563234237
Pakistan,2004,49.235691172
Pakistan,2005,58.26557506600001
Pakistan,2006,66.121777165
Pakistan,2007,55.53223288000001
Pakistan,2008,47.742180077
Pakistan,2009,38.37639894800001
Pakistan,2010,32.486232877999996
Pakistan,2011,31.407247062
Pakistan,2012,40.592528316
Pakistan,2013,39.72704714399999
Pakistan,2014,49.00551920800001
Pakistan,2015,35.145472198
Poland,2002,115.33006335799999
Poland,2003,167.22525453000003
Poland,2004,277.79681419700006
Poland,2005,425.19047109099995
Poland,2006,528.204189355
Poland,2007,432.71474399999994
Poland,2008,451.259513744
Poland,2009,359.55149619
Poland,2010,355.72928833799995
Poland,2011,353.732700054
Poland,2012,396.2196193720001
Poland,2013,419.2277231170002
Poland,2014,446.49400552000003
Poland,2015,531.353701889
Portugal,2002,97.80148359899998
Portugal,2003,97.46053817999999
Portugal,2004,96.98215337900001
Portugal,2005,113.63602124
Portugal,2006,120.75442385400002
Portugal,2007,144.05546588199996
Portugal,2008,133.780615654
Portugal,2009,136.70651247599997
Portugal,2010,172.387961782
Portugal,2011,165.59096936900005
Portugal,2012,152.95365451200004
Portugal,2013,137.99903750100003
Portugal,2014,191.27908957499997
Portugal,2015,222.978525757
Qatar,2011,24.602314903000003
Qatar,2012,31.665262997
Qatar,2013,43.60443186399999
Qatar,2014,32.847070363
Qatar,2015,41.836869585
Republic of Serbia,2011,18.796171903999998
Republic of Serbia,2012,17.821087
Republic of Serbia,2013,16.262249113000003
Republic of Serbia,2014,12.519155801999997
Republic of Serbia,2015,16.909916253
Romania,2008,101.05905654700003
Romania,2009,107.84048572199998
Romania,2010,121.93434050699999
Romania,2011,127.93483901000002
Romania,2012,109.833407299
Romania,2013,158.621421161
Romania,2014,170.45366854499994
Romania,2015,237.738125816
Russia,2002,143.199269516
Russia,2003,160.12249570900005
Russia,2004,193.37077346800007
Russia,2005,133.19067581
Russia,2006,159.58775847299998
Russia,2007,165.12277963799994
Russia,2008,125.00690186500007
Russia,2009,85.735525481
Russia,2010,119.07894284800003
Russia,2011,154.36411086199996
Russia,2012,155.282329175
Russia,2013,147.24373388799995
Russia,2014,164.825299916
Russia,2015,99.00938686899997
Saudi Arabia,2002,42.841656881000006
Saudi Arabia,2003,34.14979388100001
Saudi Arabia,2004,37.725659101000005
Saudi Arabia,2005,36.982993765
Saudi Arabia,2006,39.512731388000006
Saudi Arabia,2007,56.48027217199998
Saudi Arabia,2008,63.827496203
Saudi Arabia,2009,58.58815504599998
Saudi Arabia,2010,54.21153989400001
Saudi Arabia,2011,66.835191606
Saudi Arabia,2012,74.44187283300002
Saudi Arabia,2013,90.946555524
Saudi Arabia,2014,99.14712965699998
Saudi Arabia,2015,103.90909166899999
Singapore,2002,57.456061361999986
Singapore,2003,52.554538756
Singapore,2004,57.15577941100001
Singapore,2005,49.90519098800001
Singapore,2006,70.865267975
Singapore,2007,63.444957898000006
Singapore,2008,76.959014416
Singapore,2009,64.700659195
Singapore,2010,89.24954079000003
Singapore,2011,88.866435722
Singapore,2012,106.65452638099998
Singapore,2013,91.50625695099998
Singapore,2014,120.61848810400002
Singapore,2015,148.586448654
South Africa,2002,162.53059424699998
South Africa,2003,156.75393201699998
South Africa,2004,167.64389037899997
South Africa,2005,180.13048152399995
South Africa,2006,216.82457813600004
South Africa,2007,174.82944750699994
South Africa,2008,164.23228400899995
South Africa,2009,131.536326752
South Africa,2010,123.43992708600001
South Africa,2011,108.73481208199998
South Africa,2012,118.816167048
South Africa,2013,142.34256589199995
South Africa,2014,124.489544614
South Africa,2015,134.48145320599997
South Korea,2002,66.99341514799998
South Korea,2003,88.62836422599996
South Korea,2004,114.55906924099997
South Korea,2005,119.13064748699998
South Korea,2006,119.403595416
South Korea,2007,127.95651462700002
South Korea,2008,109.46713204
South Korea,2009,58.031894744999995
South Korea,2010,84.789878621
South Korea,2011,108.10505147100001
South Korea,2012,130.74695834
South Korea,2013,154.82306945099998
South Korea,2014,164.58170167000003
South Korea,2015,181.91495477000004
Spain,2002,444.35032662699984
Spain,2003,526.5628755910001
Spain,2004,691.6298150980002
Spain,2005,709.6882412069999
Spain,2006,933.5185725249999
Spain,2007,967.5133240500003
Spain,2008,895.2936935569998
Spain,2009,1011.262230911
Spain,2010,875.2385267690003
Spain,2011,894.8486538060002
Spain,2012,795.8884000999999
Spain,2013,865.731672618
Spain,2014,984.288076086
Spain,2015,1153.2126313230003
Sweden,2002,291.889962082
Sweden,2003,307.88287822399985
Sweden,2004,327.23262297599996
Sweden,2005,333.75659607099993
Sweden,2006,383.0678488109999
Sweden,2007,401.86255744399995
Sweden,2008,417.5198874970002
Sweden,2009,335.08804212900003
Sweden,2010,442.61978441799994
Sweden,2011,457.67308495300017
Sweden,2012,503.056276106
Sweden,2013,516.1356765140001
Sweden,2014,547.4053099270001
Sweden,2015,553.649813626
Switzerland,2002,310.6436904900001
Switzerland,2003,297.14938551000006
Switzerland,2004,292.6073416160002
Switzerland,2005,331.37878951899995
Switzerland,2006,389.227227379
Switzerland,2007,372.4189723909998
Switzerland,2008,348.246871795
Switzerland,2009,354.31432338900004
Switzerland,2010,314.5090652509999
Switzerland,2011,391.20889158700015
Switzerland,2012,425.0321077760002
Switzerland,2013,453.77063772599996
Switzerland,2014,503.073927285
Switzerland,2015,504.37247451300016
Taiwan,2002,18.857968017
Taiwan,2003,20.369664952999994
Taiwan,2004,23.325825051000002
Taiwan,2005,22.123662174
Taiwan,2006,18.944392949999997
Taiwan,2007,23.110429958000005
Taiwan,2008,17.792403013
Taiwan,2009,23.055323988000005
Taiwan,2010,23.329388187
Taiwan,2011,23.635838922
Taiwan,2012,27.022714092999994
Taiwan,2013,28.75108879800001
Taiwan,2014,37.919176399000015
Taiwan,2015,33.658773453
Thailand,2002,21.438677997
Thailand,2003,26.333806054000007
Thailand,2004,29.555614788999996
Thailand,2005,27.289642807999996
Thailand,2006,29.681224137000005
Thailand,2007,36.54388094
Thailand,2008,22.049665063000003
Thailand,2009,39.387633326999996
Thailand,2010,30.076497867000004
Thailand,2011,35.89586111799999
Thailand,2012,38.022603778
Thailand,2013,41.94417494799999
Thailand,2014,35.467313957
Thailand,2015,43.326052338
Turkey,2002,41.18685379499999
Turkey,2003,61.043753971000015
Turkey,2004,55.925491034999986
Turkey,2005,51.86198698
Turkey,2006,91.641897084
Turkey,2007,77.89266464300002
Turkey,2008,75.40592864100002
Turkey,2009,58.85791119500001
Turkey,2010,71.74700676
Turkey,2011,69.419882848
Turkey,2012,91.463656944
Turkey,2013,90.81364351799999
Turkey,2014,102.98828426400001
Turkey,2015,116.80588760799999
United Arab Emirates,2002,60.55888007400001
United Arab Emirates,2003,58.28502412599999
United Arab Emirates,2004,73.19576777799999
United Arab Emirates,2005,61.776979348999994
United Arab Emirates,2006,89.06955610199999
United Arab Emirates,2007,91.49001893399999
United Arab Emirates,2008,123.68644351899998
United Arab Emirates,2009,121.42699499899999
United Arab Emirates,2010,107.22309557900005
United Arab Emirates,2011,118.191408584
United Arab Emirates,2012,133.326225036
United Arab Emirates,2013,161.31613233799996
United Arab Emirates,2014,152.078279318
United Arab Emirates,2015,181.312990062
United States of America,2002,2446.330244300999
United States of America,2003,2233.116193237
United States of America,2004,2406.376630444999
United States of America,2005,2276.8150966149997
United States of America,2006,2536.896371216
United States of America,2007,2333.6141901279993
United States of America,2008,1907.8710551309998
United States of America,2009,1839.1486334340004
United States of America,2010,1765.5577235
United States of America,2011,1842.7915298310008
United States of America,2012,1862.321358502
United States of America,2013,1877.873296906999
United States of America,2014,1982.1863286459998
United States of America,2015,2142.3243470760012
